,OXA-RS,CIP-RS,LEV-RS,MXF-RS,GEN-RS,TET-RS,ERY-RS,SMZ-RS,CLI-RS,FOS-RS,VAN-RS,LNZ-RS,TEC-RS,DAP-RS,RIF-RS
group_3793,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3791,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
galU_2,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.41336308741359534,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3788,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3787,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3786,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3783,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3780,0.9995574426690809,0.997092503995542,0.9802651699470815,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3778,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3774,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.23321769416972166,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3766,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3762,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3753,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9061269835016624,0.9997255929225538,0.41336308741359534,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3751,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3747,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3744,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.41336308741359534,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3740,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3739,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3737,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3736,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9061269835016624,0.9997255929225538,0.41336308741359534,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3732,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3731,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3730,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3729,0.9995574426690809,0.9977519850450532,0.9802651699470815,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.011642654327034036,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3728,0.9995574426690809,0.9977519850450532,0.9802651699470815,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.011642654327034036,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3727,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
aucA,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3718,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.011642654327034036,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3716,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3713,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3711,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.41336308741359534,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3710,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3709,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.0033645668876257856
group_3706,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3704,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3701,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3697,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3692,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3691,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3688,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3681,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3680,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3679,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.41336308741359534,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3678,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3677,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.23321769416972166,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3676,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.23321769416972166,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3675,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3674,0.9995574426690809,0.997092503995542,0.9802651699470815,0.8167310058910622,0.9981328261257961,0.6499746820859289,0.23321769416972166,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3666,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.41336308741359534,0.9474811647373912,1.3269883921059871e-08,0.9992634394469037,1.0,1.0,0.08282422829557014,1.0,0.9999967244862658
group_3665,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3664,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.011642654327034036,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3663,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3662,0.9995574426690809,0.997092503995542,0.9802651699470815,0.8167310058910622,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3660,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3653,0.9995574426690809,0.997092503995542,2.036379451459301e-05,0.8167310058910622,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3650,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3644,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3641,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3636,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3634,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3633,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3631,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.011642654327034036,1.0,1.0,0.08282422829557014,1.0,0.9999967244862658
group_3629,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3622,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3620,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3619,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9061269835016624,0.9997255929225538,0.41336308741359534,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3614,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3613,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3612,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3608,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.23321769416972166,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3607,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3604,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3599,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.011642654327034036,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3598,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.23321769416972166,0.8484440755500315,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3596,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3593,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.23321769416972166,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3589,0.9995574426690809,0.012295593052196827,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3588,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3586,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3585,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3580,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3579,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3578,0.9995574426690809,0.997092503995542,0.9802651699470815,0.8167310058910622,0.9981328261257961,0.9997255929225538,0.23321769416972166,0.8484440755500315,0.9994443181710075,0.011642654327034036,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3577,0.9995574426690809,0.997092503995542,0.9802651699470815,0.8167310058910622,0.9981328261257961,0.6499746820859289,0.23321769416972166,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3576,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9061269835016624,0.9997255929225538,0.41336308741359534,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3571,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.23321769416972166,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3570,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.23321769416972166,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3569,0.9995574426690809,0.997092503995542,0.9802651699470815,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3565,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3561,0.0021859517959751376,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.41336308741359534,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3559,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.011642654327034036,1.0,1.0,0.08282422829557014,1.0,0.9999967244862658
group_3558,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
xynA_2,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.23321769416972166,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3557,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9061269835016624,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,6.471398745805045e-81
group_3550,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.7252180043736915,0.011642654327034036,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3548,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3546,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.23321769416972166,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3544,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3543,0.9995574426690809,0.997092503995542,0.9802651699470815,0.8167310058910622,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3538,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3537,0.9995574426690809,0.997092503995542,0.9802651699470815,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3535,0.9995574426690809,0.997092503995542,0.9802651699470815,0.8167310058910622,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3532,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3531,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3522,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3521,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.6499746820859289,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3520,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3519,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3518,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.23321769416972166,0.9474811647373912,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3516,0.9995574426690809,0.9977519850450532,0.9853170077653662,0.9905298088693953,0.9061269835016624,0.9997255929225538,0.9992930998435886,0.9474811647373912,0.7252180043736915,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
group_3511,0.9995574426690809,0.997092503995542,0.9802651699470815,0.6939318255215501,0.9981328261257961,0.9997255929225538,0.9992930998435886,0.8484440755500315,0.9994443181710075,0.9992634394469037,1.0,1.0,0.9999804483562822,1.0,0.9999967244862658
